,speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
912,turvul,Turkey Vulture,Cathartes aura,L973478,Meeks Creek Meadow,2024-06-07 10:01,2.0,39.0329944,-120.1351869,True,False,False,S179992560
913,turvul,Turkey Vulture,Cathartes aura,L32973401,"Tar Pits Park, Carpinteria US-CA 34.38563, -119.50377",2024-06-07 10:01,1.0,34.385628,-119.503769,True,False,True,S179935962
914,turvul,Turkey Vulture,Cathartes aura,L9077959,San Jose Creek Hwy 1 to end of 3rd bridge (permit access),2024-06-07 09:58,1.0,36.519014,-121.921568,True,False,False,S179960889
915,turvul,Turkey Vulture,Cathartes aura,L5160095,Apple Canyon Road,2024-06-07 09:58,1.0,33.6759078,-116.67135,True,False,False,S180150822
916,turvul,Turkey Vulture,Cathartes aura,L15296422,Hwy 89--West Fork Carson River bridge,2024-06-07 09:55,1.0,38.7751136,-119.8231315,True,False,False,S179946762
917,turvul,Turkey Vulture,Cathartes aura,L33130009,Castaic PP,2024-06-07 09:55,2.0,34.5881352,-118.6563969,True,False,True,S180580958
918,turvul,Turkey Vulture,Cathartes aura,L32997762,"North Landing Road, Mammoth Lakes, California, US (37.633, -118.809)",2024-06-07 09:53,1.0,37.6325701,-118.8090756,True,False,True,S180033849
919,turvul,Turkey Vulture,Cathartes aura,L6510819,Palomar Mountain SP--Boucher Hill Loop,2024-06-07 09:50,1.0,33.3347789,-116.9194718,True,False,False,S180507281
920,turvul,Turkey Vulture,Cathartes aura,L1032455,Wilder Ranch SP--Old Cove Landing Trail,2024-06-07 09:46,5.0,36.9532319,-122.0809965,True,False,False,S179999829
921,turvul,Turkey Vulture,Cathartes aura,L32985737,"South Warner Road, California, US (41.182, -120.208)",2024-06-07 09:39,1.0,41.1816204,-120.2084184,True,False,True,S179983093
922,turvul,Turkey Vulture,Cathartes aura,L32978467,"Crane Valley Road, Oakhurst, California, US (37.309, -119.578)",2024-06-07 09:39,5.0,37.3087286,-119.5775574,True,False,True,S179954689
923,turvul,Turkey Vulture,Cathartes aura,L32972113,"Carpinteria Bluffs Nature Preserve, Carpinteria US-CA 34.38681, -119.49870",2024-06-07 09:38,1.0,34.386809,-119.498703,True,False,True,S179931110
924,turvul,Turkey Vulture,Cathartes aura,L15259593,Mission Trails Regional Park--West Sycamore,2024-06-07 09:37,1.0,32.92959,-117.0016452,True,False,False,S179979892
925,turvul,Turkey Vulture,Cathartes aura,L13877499,East Cuesta Ridge,2024-06-07 09:34,3.0,35.3497672,-120.6290937,True,False,False,S179962060
926,turvul,Turkey Vulture,Cathartes aura,L8264995,Willow Springs Park,2024-06-07 09:34,1.0,33.8073199,-118.1779452,True,False,False,S179966889
927,turvul,Turkey Vulture,Cathartes aura,L465122,Sonny Bono Salton Sea NWR--Rock Hill Trail,2024-06-07 09:34,2.0,33.1788315,-115.6226921,True,False,False,S180014288
928,turvul,Turkey Vulture,Cathartes aura,L18566342,Chilcoot Pocket,2024-06-07 09:32,4.0,39.8254742,-120.1179577,True,False,False,S180104137
929,turvul,Turkey Vulture,Cathartes aura,L829499,Big Creek Reserve,2024-06-07 09:32,5.0,36.0734471,-121.5978956,True,False,False,S180015975
930,turvul,Turkey Vulture,Cathartes aura,L1092969,Big River Estuary--east of Hwy 1,2024-06-07 09:32,1.0,39.3025408,-123.7889993,True,False,False,S179931405
931,turvul,Turkey Vulture,Cathartes aura,L19403574,Bangor (town),2024-06-07 09:31,14.0,39.3886514,-121.4053704,True,False,False,S179939471
932,turvul,Turkey Vulture,Cathartes aura,L24948374,Friday’s RV retreat and fly fishing ranch,2024-06-07 09:30,1.0,41.175665,-122.136446,True,False,True,S180008723
933,turvul,Turkey Vulture,Cathartes aura,L17766755,Stevens Creek Tidal Marsh,2024-06-07 09:30,2.0,37.432818,-122.0695349,True,False,False,S179965542
934,turvul,Turkey Vulture,Cathartes aura,L2590480,Pinole/Hercules Ridge,2024-06-07 09:28,6.0,37.9915423,-122.2514176,True,False,True,S180025061
935,turvul,Turkey Vulture,Cathartes aura,L32974887,Palo Corona Regional Park,2024-06-07 09:25,2.0,36.5417085,-121.8920124,True,False,True,S179942576
936,turvul,Turkey Vulture,Cathartes aura,L2377559,Calero CP--trailhead staging area,2024-06-07 09:25,4.0,37.174868,-121.761105,True,False,False,S179950070
937,turvul,Turkey Vulture,Cathartes aura,L1387221,Oakmont,2024-06-07 09:18,2.0,38.4346988,-122.6086235,True,False,True,S180027143
938,turvul,Turkey Vulture,Cathartes aura,L22680127,My Yard near El Cejo and Levee Drive Rancho Cordova,2024-06-07 09:18,2.0,38.58885,-121.3234882,True,False,True,S180173748
939,turvul,Turkey Vulture,Cathartes aura,L21333708,"Glen Cove Waterfront Park, Vallejo US-CA 38.06832, -122.20765",2024-06-07 09:17,2.0,38.06832,-122.207651,True,False,True,S179937347
940,turvul,Turkey Vulture,Cathartes aura,L1331696,Fremont Central Park--Stivers Lagoon Nature Area,2024-06-07 09:15,1.0,37.5420535,-121.9586999,True,False,False,S179926210
941,turvul,Turkey Vulture,Cathartes aura,L915996,Calaveras Big Trees SP--North Grove,2024-06-07 09:15,2.0,38.2787612,-120.3080392,True,False,False,S180003201
942,turvul,Turkey Vulture,Cathartes aura,L32981255,"Auto selected 39.68587, -121.92942",2024-06-07 09:14,1.0,39.685868,-121.929424,True,False,True,S179965240
943,turvul,Turkey Vulture,Cathartes aura,L1112318,Stonegate Ave. at Hoopa Rd. pond,2024-06-07 09:12,3.0,38.5395223,-121.5380573,True,False,False,S179966939
944,turvul,Turkey Vulture,Cathartes aura,L500407,Morgan Territory Regional Preserve,2024-06-07 09:07,2.0,37.8185395,-121.7960536,True,False,False,S179947853
945,turvul,Turkey Vulture,Cathartes aura,L741706,Lime Ridge Open Space,2024-06-07 09:05,1.0,37.9367515,-121.9890976,True,False,False,S179933541
946,turvul,Turkey Vulture,Cathartes aura,L20433280,Cooks Beach,2024-06-07 09:04,2.0,38.7896662,-123.5607916,True,False,False,S179965862
947,turvul,Turkey Vulture,Cathartes aura,L18024223,"805 Del Rio Avenue, San Luis Obispo, California, US (35.265, -120.704)",2024-06-07 09:01,3.0,35.2651978,-120.7043948,True,False,True,S179927555
948,turvul,Turkey Vulture,Cathartes aura,L801273,William R Mason Regional Park--east side,2024-06-07 09:01,,33.6556558,-117.824378,True,False,False,S179942468
949,turvul,Turkey Vulture,Cathartes aura,L1309543,Mary Lake,2024-06-07 08:59,2.0,40.5752527,-122.432903,True,False,False,S179955646
950,turvul,Turkey Vulture,Cathartes aura,L1617519,Peter's Dam Road (Lower and Upper),2024-06-07 08:56,2.0,37.9960672,-122.7016297,True,False,True,S179960306
951,turvul,Turkey Vulture,Cathartes aura,L833066,El Chorro Regional Park,2024-06-07 08:54,1.0,35.3331074,-120.7291947,True,False,False,S179932015
952,turvul,Turkey Vulture,Cathartes aura,L130809,Pt. Reyes--Lighthouse,2024-06-07 08:48,1.0,37.996,-123.022,True,False,False,S180145189
953,turvul,Turkey Vulture,Cathartes aura,L32969060,Highway 35 Rest Stop,2024-06-07 08:46,2.0,37.539185,-122.364661,True,False,True,S179919695
954,turvul,Turkey Vulture,Cathartes aura,L11812251,Angeles National Forest--Gould Mesa Road,2024-06-07 08:45,1.0,34.2210058,-118.183601,True,False,False,S180014886
955,turvul,Turkey Vulture,Cathartes aura,L2220366,Hayward Regional Shoreline--Hayward Marsh,2024-06-07 08:45,1.0,37.6298244,-122.138958,True,False,False,S180017534
956,turvul,Turkey Vulture,Cathartes aura,L1517010,Pt. Reyes--Woodpecker Trail,2024-06-07 08:40,4.0,38.0378657,-122.8025275,True,False,False,S180527359
957,turvul,Turkey Vulture,Cathartes aura,L33117318,Springville--Ave 176,2024-06-07 08:40,3.0,36.107706,-118.850442,True,False,True,S180523081
958,turvul,Turkey Vulture,Cathartes aura,L3682792,UC Berkeley--Fire Trail,2024-06-07 08:37,1.0,37.8741081,-122.2283936,True,False,False,S179951413
959,turvul,Turkey Vulture,Cathartes aura,L9686910,Bear Valley Trailhead,2024-06-07 08:35,8.0,38.0396501,-122.7998006,True,False,True,S180024521
960,turvul,Turkey Vulture,Cathartes aura,L677831,Joshua Tree NP--Fortynine Palms Oasis,2024-06-07 08:33,1.0,34.1064747,-116.1050606,True,False,False,S180022979
961,turvul,Turkey Vulture,Cathartes aura,L109487,Andrew Molera SP--Big Sur River mouth,2024-06-07 08:31,8.0,36.2819875,-121.8595805,True,False,False,S180186340
962,turvul,Turkey Vulture,Cathartes aura,L24484261,Tolay Lake Regional Park,2024-06-07 08:30,5.0,38.2054426,-122.5210333,True,False,True,S179993409
963,turvul,Turkey Vulture,Cathartes aura,L31288670,"8150 Secluded Valley Dr, Redding",2024-06-07 08:29,3.0,40.521167,-122.495543,True,False,True,S179923939
964,turvul,Turkey Vulture,Cathartes aura,L420537,Nob Hill Pond,2024-06-07 08:28,2.0,37.5218818,-122.2498887,True,False,False,S179982965
965,turvul,Turkey Vulture,Cathartes aura,L1124283,Presidio--Fort Scott-Kobbe Ave. at Upton Ave.,2024-06-07 08:28,1.0,37.7990522,-122.4737191,True,False,False,S179932650
966,turvul,Turkey Vulture,Cathartes aura,L2676635,San Diego Creek Trail--I-405 to Hwy 73,2024-06-07 08:15,4.0,33.6584242,-117.8412008,True,False,False,S179947688
967,turvul,Turkey Vulture,Cathartes aura,L21466850,Forest Route 8N08 from Cachuma Saddle to McKinley Spring Camp,2024-06-07 08:10,1.0,34.7105957,-119.8843743,True,False,False,S180464202
968,turvul,Turkey Vulture,Cathartes aura,L1087385,San Joaquin WS - San Diego Creek,2024-06-07 08:10,3.0,33.6678897,-117.8357506,True,False,True,S180007352
969,turvul,Turkey Vulture,Cathartes aura,L3114886,US-CA-Irvine- SJWS Pond D,2024-06-07 08:06,1.0,33.661956,-117.841469,True,False,True,S179919882
970,turvul,Turkey Vulture,Cathartes aura,L212641,Briones Regional Park,2024-06-07 07:54,2.0,37.9380572,-122.1346222,True,False,False,S179961759
971,turvul,Turkey Vulture,Cathartes aura,L6119133,Hornbrook-Cottonwood Creek Home,2024-06-07 07:53,2.0,41.9056264,-122.5540455,True,False,True,S179911736
972,turvul,Turkey Vulture,Cathartes aura,L194834,Aliso and Wood Canyons Wilderness Park,2024-06-07 07:53,1.0,33.5427157,-117.7298498,True,False,False,S179965447
973,turvul,Turkey Vulture,Cathartes aura,L749408,Evey Canyon,2024-06-07 07:49,2.0,34.169204,-117.6877785,True,False,False,S179932999
974,turvul,Turkey Vulture,Cathartes aura,L999240,Presidio--Battery Godfrey,2024-06-07 07:48,1.0,37.8037613,-122.4774715,True,False,False,S180014382
975,turvul,Turkey Vulture,Cathartes aura,L590835,Pt. Reyes--New Willows,2024-06-07 07:47,2.0,37.9974943,-122.9831564,True,False,False,S180268077
976,turvul,Turkey Vulture,Cathartes aura,L5040255,Cole Canyon Trail--Sykes Ranch Park,2024-06-07 07:46,1.0,33.5605023,-117.2374195,True,False,False,S179934411
977,turvul,Turkey Vulture,Cathartes aura,L27277662,Rancho Breisgau - (BLM - foot traffic only),2024-06-07 07:45,4.0,40.3942176,-122.1855152,True,False,False,S179933000
978,turvul,Turkey Vulture,Cathartes aura,L503349,Tilden Nature Area--Jewel Lake,2024-06-07 07:42,2.0,37.9124709,-122.2690237,True,False,False,S180028234
979,turvul,Turkey Vulture,Cathartes aura,L391299,Upper Las Virgenes Canyon OSP,2024-06-07 07:37,1.0,34.1712279,-118.7033486,True,False,False,S179932689
980,turvul,Turkey Vulture,Cathartes aura,L32880199,"372 Pilots Rnch, Annapolis US-CA 38.70193, -123.43248",2024-06-07 07:36,1.0,38.701926,-123.432485,True,False,True,S179912317
981,turvul,Turkey Vulture,Cathartes aura,L880470,Henderson Park,2024-06-07 07:35,5.0,37.521,-120.419,True,False,False,S180031125
982,turvul,Turkey Vulture,Cathartes aura,L7436798,Dinkey Creek Road Rest Area,2024-06-07 07:34,1.0,37.1051384,-119.3093473,True,False,False,S179965852
983,turvul,Turkey Vulture,Cathartes aura,L3314302,East Pinery,2024-06-07 07:33,1.0,34.7296569,-119.9531293,True,False,False,S179996883
984,turvul,Turkey Vulture,Cathartes aura,L1529614,Ukiah- Riverside Park,2024-06-07 07:25,1.0,39.1439901,-123.1825733,True,False,False,S179917818
985,turvul,Turkey Vulture,Cathartes aura,L22617289,"Coyote Hills Regional Park, Fremont, CA",2024-06-07 07:25,3.0,37.553625,-122.090982,True,False,True,S180019202
986,turvul,Turkey Vulture,Cathartes aura,L1086967,San Joaquin WS - Pond 1,2024-06-07 07:18,1.0,33.6596387,-117.8439474,True,False,True,S179933542
987,turvul,Turkey Vulture,Cathartes aura,L12467910,New York Flat Rd.,2024-06-07 07:12,9.0,39.4953122,-121.2785379,True,False,False,S179973529
988,turvul,Turkey Vulture,Cathartes aura,L3781485,Bear River Park and Campground,2024-06-07 07:12,5.0,39.0841372,-120.9880972,True,False,False,S179933420
989,turvul,Turkey Vulture,Cathartes aura,L1454658,Coyote Valley OSP,2024-06-07 07:06,2.0,37.1699462,-121.7360955,True,False,False,S179914621
990,turvul,Turkey Vulture,Cathartes aura,L1293466,Blacks Creek Rd.,2024-06-07 07:03,2.0,37.7447929,-120.2469063,True,False,False,S179932210
991,turvul,Turkey Vulture,Cathartes aura,L2261976,Laguna Mtns.--mile 19 pullout,2024-06-07 07:00,1.0,32.860055,-116.4625274,True,False,False,S179968310
992,turvul,Turkey Vulture,Cathartes aura,L198798,Shollenberger Park,2024-06-07 06:55,3.0,38.2262552,-122.5976274,True,False,False,S179917324
993,turvul,Turkey Vulture,Cathartes aura,L9756924,Wildcat Canyon Regional Park--Belgum Sanitarium,2024-06-07 06:45,1.0,37.9499524,-122.3073737,True,False,False,S179928694
994,turvul,Turkey Vulture,Cathartes aura,L283581,Anza-Borrego Desert SP--Tamarisk Grove Campground,2024-06-07 06:40,1.0,33.1384469,-116.3753468,True,False,False,S179918602
995,turvul,Turkey Vulture,Cathartes aura,L914318,Hood Mtn. Regional Park - hiking trails between parking lots,2024-06-07 06:33,5.0,38.4619901,-122.5650215,True,False,False,S180020629
996,turvul,Turkey Vulture,Cathartes aura,L383742,Lake Hemet,2024-06-07 06:30,2.0,33.6666396,-116.6917992,True,False,False,S179974229
997,turvul,Turkey Vulture,Cathartes aura,L717203,Fremont Weir Wildlife Area,2024-06-07 06:30,8.0,38.7618974,-121.6576195,True,False,False,S180239459
998,turvul,Turkey Vulture,Cathartes aura,L3878437,BACKYARD / GRISTMILL AREA,2024-06-07 06:29,3.0,38.578522,-121.340594,True,False,True,S179969061
999,turvul,Turkey Vulture,Cathartes aura,L487663,Upper Butte Basin Wildlife Area--Howard Slough Unit (GLE Co.),2024-06-07 06:14,17.0,39.4640292,-121.8826675,True,False,False,S179908334
1000,turvul,Turkey Vulture,Cathartes aura,L761016,Santa Rosa Creek Trail - Fulton Road to Willowside Road,2024-06-07 05:48,3.0,38.4449847,-122.7946186,True,False,False,S179907608
1001,turvul,Turkey Vulture,Cathartes aura,L32977286,"Tahoe National Forest, Chilcoot US-CA 39.44962, -120.10440",2024-06-07 05:42,1.0,39.449618,-120.104399,True,False,True,S179950383
1002,turvul,Turkey Vulture,Cathartes aura,L721582,Kern River Preserve--Fay Ranch Rd.,2024-06-07 05:32,1.0,35.672498,-118.290138,True,False,False,S179898078
1003,turvul,Turkey Vulture,Cathartes aura,L12013761,Upper Butte Basin Wildlife Area--Little Dry Creek Unit,2024-06-07 05:11,1.0,39.3667895,-121.8825948,True,False,False,S179889022
1004,turvul,Turkey Vulture,Cathartes aura,L444199,Empire Mines State Historic Park,2024-06-07 05:00,5.0,39.2040585,-121.0514832,True,False,False,S180106646
1005,turvul,Turkey Vulture,Cathartes aura,L595393,Yosemite NP--Glacier Pt.,2024-06-07 05:00,,37.7277555,-119.5751953,True,False,False,S180029687
1006,turvul,Turkey Vulture,Cathartes aura,L436636,Sue-Meg State Park,2024-06-06 19:50,1.0,41.1364557,-124.1558933,True,False,False,S180138291
1007,turvul,Turkey Vulture,Cathartes aura,L8201686,Carquinez Heights overlook,2024-06-06 19:41,1.0,38.0719912,-122.2368801,True,False,False,S179835252
1008,turvul,Turkey Vulture,Cathartes aura,L14897715,"Belmont short walk: Davey Glen, Belmont, Anita, Malcolm, North",2024-06-06 19:19,1.0,37.5263752,-122.2868097,True,False,True,S179835157
1009,turvul,Turkey Vulture,Cathartes aura,L1233040,San Francisco Bay Trail--Glen Cove,2024-06-06 19:08,1.0,38.0656795,-122.2103477,True,False,False,S179833026
1010,turvul,Turkey Vulture,Cathartes aura,L9381979,De Anza Trail--North Atascadero,2024-06-06 18:55,1.0,35.5267508,-120.6974933,True,False,False,S179837317
1011,turvul,Turkey Vulture,Cathartes aura,L32389804,Front Yard,2024-06-06 18:37,11.0,38.511956,-122.475113,True,False,True,S179830965
1012,turvul,Turkey Vulture,Cathartes aura,L1884681,Lake Lagunita (SCL Co.),2024-06-06 18:33,1.0,37.4223551,-122.17623,True,False,False,S179845735
1013,turvul,Turkey Vulture,Cathartes aura,L614301,Bird Walk Coastal Access and Smith Brothers Road,2024-06-06 18:30,6.0,38.3213295,-123.0372924,True,False,False,S179832014
1014,turvul,Turkey Vulture,Cathartes aura,L1334400,Smith Creek Watershed Restoration Area (aka Pond and Plug Project),2024-06-06 18:24,3.0,39.7684545,-120.6414107,True,False,False,S179920185
1015,turvul,Turkey Vulture,Cathartes aura,L2053103,Kica Mik Overlook,2024-06-06 18:10,1.0,33.3034188,-116.8510057,True,False,False,S179825454
1016,turvul,Turkey Vulture,Cathartes aura,L23149538,Redwood Retreat Rd. - Little Arthur Creek,2024-06-06 17:58,1.0,37.031846,-121.685613,True,False,True,S179831025
1017,turvul,Turkey Vulture,Cathartes aura,L660797,Stone Lagoon--north,2024-06-06 17:56,3.0,41.249687,-124.095948,True,False,False,S179983387
1018,turvul,Turkey Vulture,Cathartes aura,L28180639,"Kennedy Park, Napa US-CA (38.2655,-122.2837)",2024-06-06 17:50,1.0,38.265534,-122.283735,True,False,True,S179922298
1019,turvul,Turkey Vulture,Cathartes aura,L5221988,Las Brisas Condo,2024-06-06 17:50,1.0,37.355538,-121.999811,True,False,True,S179823114
1020,turvul,Turkey Vulture,Cathartes aura,L3364514,"Home, North Glendora",2024-06-06 17:48,1.0,34.1483741,-117.8805307,True,False,True,S179824918
1021,turvul,Turkey Vulture,Cathartes aura,L22773069,"3 Sandalwood Ct, San Rafael US-CA 38.01028, -122.56524",2024-06-06 17:48,1.0,38.010277,-122.565238,True,False,True,S180502542
1022,turvul,Turkey Vulture,Cathartes aura,L1036290,Humboldt Lagoons SP--Stone Lagoon Visitor Center,2024-06-06 17:41,3.0,41.232795,-124.0837092,True,False,False,S179982930
1023,turvul,Turkey Vulture,Cathartes aura,L5708636,Rincon Trail & Sports Park,2024-06-06 17:36,1.0,33.2733166,-116.9593334,True,False,False,S179823163
1024,turvul,Turkey Vulture,Cathartes aura,L19402344,FHOS,2024-06-06 17:10,3.0,38.020146,-120.319973,True,False,True,S179828272
1025,turvul,Turkey Vulture,Cathartes aura,L29877173,"Dawn Ranch, Guerneville, California",2024-06-06 17:00,4.0,38.5014751,-123.0027144,True,False,True,S179828060
1026,turvul,Turkey Vulture,Cathartes aura,L7442265,Connie's,2024-06-06 16:55,1.0,37.0694289,-122.0755068,True,False,True,S179816319
1027,turvul,Turkey Vulture,Cathartes aura,L30538114,"174 Old Rancheria Road, Nicasio, California, US (38.07, -122.689)",2024-06-06 16:48,1.0,38.0703373,-122.6889744,True,False,True,S179827342
1028,turvul,Turkey Vulture,Cathartes aura,L1921111,Canada Road seasonal wetland,2024-06-06 16:40,2.0,37.4526486,-122.2808361,True,False,True,S179814402
1029,turvul,Turkey Vulture,Cathartes aura,L11799114,San Pasqual Canyon Road,2024-06-06 16:36,14.0,34.633708,-120.501308,True,False,True,S179849878
1030,turvul,Turkey Vulture,Cathartes aura,L810111,Ragle Ranch Regional Park,2024-06-06 16:34,6.0,38.4051776,-122.8523827,True,False,False,S179826120
1031,turvul,Turkey Vulture,Cathartes aura,L499167,"Canada Rd.- 3.9 m- @ Edgewood Rd,",2024-06-06 16:32,1.0,37.4636179,-122.2977448,True,False,True,S179812713
1032,turvul,Turkey Vulture,Cathartes aura,L32947967,"W Van Duzen Rd, Mad River US-CA (40.3693,-123.4921)",2024-06-06 16:30,1.0,40.369284,-123.492059,True,False,True,S179827053
1033,turvul,Turkey Vulture,Cathartes aura,L1158377,Salton Sea--Ruddy Rd.,2024-06-06 16:23,1.0,33.2779828,-115.5994749,True,False,False,S179812257
1034,turvul,Turkey Vulture,Cathartes aura,L2836155,Harding Truck Trail,2024-06-06 16:08,6.0,33.7144698,-117.6185346,True,False,False,S179814320
1035,turvul,Turkey Vulture,Cathartes aura,L673458,Salton Sea--Wister Unit,2024-06-06 16:06,1.0,33.2806736,-115.5796909,True,False,False,S179812617
1036,turvul,Turkey Vulture,Cathartes aura,L33019411,Encinal Elementary,2024-06-06 16:00,2.0,37.46503,-122.1854337,True,False,True,S180127733
1037,turvul,Turkey Vulture,Cathartes aura,L733524,Dead Lake,2024-06-06 16:00,1.0,41.7838891,-124.2267036,True,False,False,S179983628
1038,turvul,Turkey Vulture,Cathartes aura,L15015057,Fair St. Wetland,2024-06-06 15:45,1.0,39.7124929,-121.8045847,True,False,False,S179809070
1039,turvul,Turkey Vulture,Cathartes aura,L2135075,Coal Oil Point Reserve--Dune Pond,2024-06-06 15:40,1.0,34.4136777,-119.881839,True,False,False,S179806573
1040,turvul,Turkey Vulture,Cathartes aura,L11601834,Hawley Grade Trailhead,2024-06-06 15:33,1.0,38.796502,-120.019902,True,False,False,S180015844
1041,turvul,Turkey Vulture,Cathartes aura,L2341080,Marin French Cheese pond and picnic areas,2024-06-06 15:25,4.0,38.1376916,-122.7091581,True,False,False,S179826052
1042,turvul,Turkey Vulture,Cathartes aura,L738449,Kitchen Creek Rd.--upper,2024-06-06 15:24,2.0,32.8423577,-116.4479842,True,False,False,S179991638
1043,turvul,Turkey Vulture,Cathartes aura,L32946441,"Point Lobos, Carmel-by-the-Sea, California, US (36.515, -121.948)",2024-06-06 15:20,3.0,36.5154878,-121.9478709,True,False,True,S179820154
1044,turvul,Turkey Vulture,Cathartes aura,L14832517,Gilbert's Farm (restricted),2024-06-06 15:10,2.0,39.4453258,-121.6752959,True,False,True,S179814504
1045,turvul,Turkey Vulture,Cathartes aura,L32941711,"523 Hayes Ln, Petaluma US-CA 38.22155, -122.64680",2024-06-06 14:57,4.0,38.221552,-122.646801,True,False,True,S179798685
1046,turvul,Turkey Vulture,Cathartes aura,L32949163,"3990 Ridge Road, North San Juan, California, US (39.445, -120.967)",2024-06-06 14:50,1.0,39.4449264,-120.9668542,True,False,True,S179832161
1047,turvul,Turkey Vulture,Cathartes aura,L599857,Pinto Lake County Park,2024-06-06 14:45,2.0,36.9600428,-121.7723322,True,False,False,S179928364
1048,turvul,Turkey Vulture,Cathartes aura,L30383534,"Lost Palms Oasis Trail, Twentynine Palms, California, US (33.737, -115.811)",2024-06-06 14:45,1.0,33.7368796,-115.8105557,True,False,True,S179829626
1049,turvul,Turkey Vulture,Cathartes aura,L15290101,"Colby Trail, Lower",2024-06-06 14:41,1.0,34.1534728,-117.8456855,True,False,False,S179807634
1050,turvul,Turkey Vulture,Cathartes aura,L20966842,"Sensitive area Portola Springs. 146 Princess Pine, Irvine US-CA 33.68593, -117.70069",2024-06-06 14:32,1.0,33.685928,-117.700694,True,False,True,S179800965
1051,turvul,Turkey Vulture,Cathartes aura,L15323824,Stewarts Point Store Area,2024-06-06 14:19,1.0,38.6518334,-123.3997451,True,False,False,S179794038
1052,turvul,Turkey Vulture,Cathartes aura,L1247935,Prairie Creek Redwoods SP--Big Tree,2024-06-06 14:14,1.0,41.3730568,-124.0138435,True,False,False,S179837151
1053,turvul,Turkey Vulture,Cathartes aura,L1221568,Little Last Chance Canyon,2024-06-06 14:12,1.0,39.8738457,-120.1767826,True,False,False,S179808667
1054,turvul,Turkey Vulture,Cathartes aura,L242192,Pillar Point Harbor,2024-06-06 14:10,1.0,37.5033407,-122.4819213,True,False,False,S179814722
1055,turvul,Turkey Vulture,Cathartes aura,L871727,Leo Carrillo SP,2024-06-06 14:08,3.0,34.0471124,-118.9353275,True,False,False,S179807405
1056,turvul,Turkey Vulture,Cathartes aura,L1083442,Wilder Ranch SP--ranch buildings,2024-06-06 14:04,3.0,36.9612516,-122.0833542,True,False,False,S180455925
1057,turvul,Turkey Vulture,Cathartes aura,L338300,Sierra Valley--Marble Hot Springs Rd.,2024-06-06 14:04,1.0,39.7627625,-120.3465128,True,False,False,S179835797
1058,turvul,Turkey Vulture,Cathartes aura,L10346084,"299 El Caminito Road, Carmel Valley, California, US (36.489, -121.725)",2024-06-06 13:59,2.0,36.4887976,-121.7248296,True,False,True,S179799087
1059,turvul,Turkey Vulture,Cathartes aura,L593834,Miller/Knox Regional Shoreline,2024-06-06 13:50,1.0,37.9162036,-122.3865795,True,False,False,S179835267
1060,turvul,Turkey Vulture,Cathartes aura,L30925379,Gehricke Rd Parking Lot,2024-06-06 13:39,1.0,38.301018,-122.441039,True,False,True,S179818423
1061,turvul,Turkey Vulture,Cathartes aura,L32940708,Albatross,2024-06-06 13:35,3.0,36.4780747,-121.7299462,True,False,True,S179794342
1062,turvul,Turkey Vulture,Cathartes aura,L32971926,"31 U.S. 101, Klamath, California, US (41.722, -124.139)",2024-06-06 13:28,1.0,41.722292,-124.1389713,True,False,True,S179930413
1063,turvul,Turkey Vulture,Cathartes aura,L32950885,Cottontail Creek Road,2024-06-06 13:26,4.0,35.4726012,-120.8626117,True,False,True,S179840879
1064,turvul,Turkey Vulture,Cathartes aura,L2497146,"Home, Lick Observatory, Mount Hamilton, Santa Clara County, CA 95140 USA",2024-06-06 13:21,3.0,37.3387539,-121.6442567,True,False,True,S179791975
1065,turvul,Turkey Vulture,Cathartes aura,L306035,Moonglow Dairy (Fri-Sun only; closed Mon-Thur),2024-06-06 12:50,3.0,36.8103654,-121.7667337,True,False,False,S179792178
1066,turvul,Turkey Vulture,Cathartes aura,L7821830,Kasey's Yard,2024-06-06 12:41,1.0,38.019974,-121.330686,True,False,True,S180133913
1067,turvul,Turkey Vulture,Cathartes aura,L830231,Mt. Diablo SP--Deer Flat area,2024-06-06 12:38,2.0,37.8947694,-121.9389725,True,False,False,S180030780
1068,turvul,Turkey Vulture,Cathartes aura,L1315333,Thermalito Afterbay--causeway & north access,2024-06-06 12:35,3.0,39.4935929,-121.6813946,True,False,False,S179814845
1069,turvul,Turkey Vulture,Cathartes aura,L109393,Mono Lake Basin,2024-06-06 12:34,2.0,38.0606,-118.9246,True,False,False,S179788378
1070,turvul,Turkey Vulture,Cathartes aura,L725398,Cleveland NF--Viejas Grade Rd.,2024-06-06 12:33,2.0,32.8613306,-116.6733885,True,False,False,S179958292
1071,turvul,Turkey Vulture,Cathartes aura,L32945181,Chico Creek,2024-06-06 12:30,5.0,40.0631957,-121.6055352,True,False,True,S179814899
1072,turvul,Turkey Vulture,Cathartes aura,L5941580,Chapman Saddle Rd.,2024-06-06 12:25,1.0,39.6400564,-120.4528456,True,False,False,S179835286
1073,turvul,Turkey Vulture,Cathartes aura,L32179998,Bear Trail,2024-06-06 12:21,1.0,41.412276,-122.387243,True,False,False,S179832584
1074,turvul,Turkey Vulture,Cathartes aura,L32938627,"Sacramento National Wildlife Refuge, Willows US-CA 39.42587, -122.18860",2024-06-06 12:20,2.0,39.425866,-122.188599,True,False,True,S179785238
1075,turvul,Turkey Vulture,Cathartes aura,L15556122,The Bowl above SC5,2024-06-06 12:11,2.0,33.7523358,-117.5523086,True,False,True,S179825624
